school1154;	Kentucky Christian University
school1155;	Dickinson College
school1156;	Tabor College
school1157;	Golden Gate University
school1158;	McPherson College
school1159;	Texas A University - Commerce
school1160;	Concordia University Irvine
school1161;	Eastern Washington University
school1162;	Fresno Pacific University
school1163;	Queens College (City University of New York)
school1164;	Doane College
school1165;	Southern New Hampshire University
school1166;	University of the Sacred Heart
school1167;	Saint Mary's College of California
school1168;	Pontifical Catholic University of Puerto Rico
school1169;	University of Texas at El Paso
school1170;	University of Puerto Rico at Bayamon
school1171;	Franklin & Marshall College
school1172;	Universidad Adventista de las Antillas
school1173;	University of Puerto Rico at Cayey
school1174;	Lincoln University
school1176;	University of Puerto Rico at Ponce
school1177;	Jacksonville University
school1178;	University of Puerto Rico at Arecibo
school1179;	California Baptist University
school1180;	University of Puerto Rico at Mayaguez
school1181;	University of Texas - Pan American
school1182;	Georgetown University
school1183;	Ball State University
school1185;	Aquinas College
school1186;	Ashland University
school1187;	Alverno College
school1188;	Augsburg College
school1189;	Baldwin Wallace University
school1190;	Adrian College
school1191;	Boston Conservatory
school1192;	Canisius College
school1193;	Lewis & Clark College
school1194;	Murray State University
school1195;	Carroll College
school1196;	Burlington College
school1197;	Curtis Institute of Music
school1198;	New Jersey Institute of Technology
school1199;	Niagara University
school1200;	Nyack College
school1202;	Elon University
school1203;	Emory & Henry College
school1204;	Ferrum College
school1205;	Fisk University
school1206;	Georgia State University
school1207;	University of Colorado Boulder
school1208;	University of Dallas
school1209;	Friends University
school1210;	Five Towns College
school1212;	Clearwater Christian College
school1213;	Edward Waters College
school1214;	Hellenic College
school1215;	Judson College
school1216;	Kansas City Art Institute
school1218;	Philander Smith College
school1219;	Empire State College
school1220;	Western International University
school1221;	Cumberland University
school1222;	Lourdes University
school1223;	Thomas Edison State College
school1224;	Union Institute & University
school1225;	University of Pittsburgh at Greensburg
school1226;	Loma Linda University
school1229;	Concordia University Texas
school1230;	Athens State University
school1233;	Brewton-Parker College
school1234;	Life University
school1235;	International Academy of Design & Technology
school1236;	Rush University
school1237;	Indiana University East
school1238;	Louisiana State University Health Sciences Center
school1240;	Bay Path College
school1241;	Endicott College
school1242;	Baker College of Flint
school1243;	University of Nebraska Medical Center
school1244;	Granite State College
school1245;	Beth Medrash Govoha
school1246;	Vaughn College of Aeronautics and Technology
school1247;	Metropolitan College of New York
school1248;	SUNY Downstate Medical Center
school1249;	Chowan University
school1250;	Lees-McRae College
school1251;	Oregon Health & Science University
school1252;	Anderson University
school1253;	Medical University of South Carolina
school1254;	Oglala Lakota College
school1255;	Tennessee Temple University
school1257;	Texas A University - Texarkana
school1258;	University of Houston - Victoria
school1259;	University of Texas Medical Branch
school1260;	City University of Seattle
school1261;	Midway College
school1262;	Baker College of Muskegon
school1263;	Baker College of Owosso
school1264;	Clayton State University
school1265;	Shawnee State University
school1266;	Wisconsin Lutheran College
school1267;	Humphreys College
school1268;	Purdue University North Central
school1269;	Hilbert College
school1270;	Champlain College
school1271;	Art Institute of Portland
school1272;	Lasell College
school1273;	Mount Aloysius College
school1274;	Alfred State College
school1275;	Charter Oak State College
school1276;	Martin University
school1277;	Sojourner-Douglass College
school1278;	Montserrat College of Art
school1279;	Chamberlain College of Nursing
school1280;	Montreat College
school1281;	Valley Forge Christian College
school1282;	Presentation College
school1283;	Sinte Gleska University
school1285;	Criswell College
school1286;	Southwestern Christian College
school1287;	Arkansas Baptist College
school1288;	Central Baptist College
school1289;	Life Pacific College
school1290;	Lincoln University
school1291;	Emmanuel College
school1292;	Lincoln Christian University
school1293;	Great Lakes Christian College
school1294;	Research College of Nursing
school1295;	Grace University
school1296;	Piedmont International University
school1297;	Trinity Bible College
school1298;	Mid-America Christian University
school1300;	Allen University
school1301;	University of Minnesota, Crookston
school1302;	State University of New York College of Agriculture and Technology at Cobleskill
school1303;	Art Institute of Fort Lauderdale
school1304;	Thomas University
school1305;	University of Maryland University College
school1306;	University of Mississippi Medical Center
school1308;	California State University San Marcos
school1310;	University of Texas at Brownsville
school1311;	O'More College of Design
school1312;	Concordia College Alabama
school1313;	York College
school1314;	Baker College of Auburn Hills
school1315;	Baker College of Cadillac
school1316;	Baker College of Jackson
school1317;	Baker College of Port Huron
school1318;	Baker College of Clinton Township
school1319;	Design Institute of San Diego
school1320;	Holy Apostles College and Seminary
school1324;	Rabbinical College of America
school1325;	Talmudical Academy of New Jersey
school1326;	The Jewish Theological Seminary
school1327;	Excelsior College
school1328;	Heritage Christian University
school1329;	Amridge University
school1330;	Johnson University Florida
school1331;	St. John Vianney College Seminary
school1332;	Talmudic University
school1333;	Point University
school1334;	Reinhardt University
school1335;	Clear Creek Baptist Bible College
school1336;	Kentucky Mountain Bible College
school1337;	Sullivan University
school1339;	Ner Israel Rabbinical College
school1341;	Southeastern Baptist College
school1343;	Laurel University
school1344;	Mid-Atlantic Christian University
school1345;	North Greenville University
school1346;	American Baptist College
school1347;	Martin Methodist College
school1348;	Appalachian Bible College
school1349;	Ohio Valley University
school1352;	Blessing-Reiman College of Nursing
school1354;	Saint Anthony College of Nursing
school1355;	Saint Francis Medical Center College of Nursing
school1356;	Shimer College
school1357;	Resurrection University
school1358;	Divine Word College
school1359;	Emmaus Bible College
school1360;	Grace Bible College
school1361;	Kuyper College
school1362;	Sacred Heart Major Seminary
school1363;	Crossroads College
school1364;	Oak Hills Christian College
school1365;	Central Christian College of the Bible
school1366;	St. Louis Christian College
school1367;	Saint Luke's College of Health Sciences
school1369;	Ohio Christian University
school1371;	God's Bible School and College
school1372;	Mount Carmel College of Nursing
school1373;	Ozark Christian College
school1374;	Alaska Bible College
school1376;	Arizona Christian University
school1379;	William Jessup University
school1380;	Yeshiva Ohr Elchonon Chabad/West Coast Talmudical Seminary
school1381;	Naropa University
school1382;	Nazarene Bible College
school1383;	Sanford College of Nursing
school1384;	Southwestern Christian University
school1385;	New Hope Christian College
school1386;	Arlington Baptist College
school1387;	Baptist Missionary Association Theological Seminary
school1388;	Dallas Christian College
school1390;	Bastyr University
school1391;	Trinity Lutheran College
school1393;	American Indian College of the Assemblies of God
school1395;	Boise Bible College
school1396;	Barclay College
school1397;	Central Christian College of Kansas
school1398;	Salish Kootenai College
school1399;	Nebraska Christian College
school1400;	Nebraska Methodist College
school1401;	Becker College
school1403;	Johnson & Wales University
school1404;	William Peace University
school1406;	Robert Morris University
school1408;	Maranatha Baptist Bible College
school1409;	Goldfarb School of Nursing at Barnes-Jewish College
school1412;	Bellin College
school1414;	Davis College
school1415;	Allen College
school1416;	Lakeview College of Nursing
school1417;	Yehiva Gedolah of Greater Detroit
school1419;	Pennsylvania College of Technology
school1420;	Art Institute of Atlanta
school1421;	Caribbean University
school1422;	Universidad del Este
school1423;	University of Puerto Rico, Medical Sciences Campus
school1425;	Inter American University of Puerto Rico - Aguadilla Campus
school1426;	Inter American University of Puerto Rico - Arecibo Campus
school1427;	Inter American University of Puerto Rico - Barranquitas Campus
school1428;	Inter American University of Puerto Rico - Bayamon Campus
school1429;	Inter American University of Puerto Rico - Fajardo Campus
school1430;	Inter American University of Puerto Rico - Guayama Campus
school1432;	Inter American University of Puerto Rico - Ponce Campus
school1433;	Universidad del Turabo
school1434;	Universidad Metropolitana
school1436;	Columbia University, School of General Studies
school1438;	Aquinas College
school1439;	Interior Designers Institute
school1440;	Rutgers, The State University of New Jersey - Camden
school1441;	Rutgers, The State University of New Jersey
school1442;	Rutgers, The State University of New Jersey - Newark
school1443;	Harrington College of Design
school1444;	Bridgewater College
school1445;	Campbell University
school1446;	Campbellsville University
school1447;	Capitol College
school1448;	Carson-Newman University
school1449;	Catawba College
school1450;	Claflin University
school1451;	Catholic University of America
school1452;	Centenary College of Louisiana
school1453;	University of Central Arkansas
school1454;	Southern Wesleyan University
school1455;	University of Central Florida
school1456;	Centre College
school1457;	College of Charleston
school1458;	University of Charleston
school1459;	Christian Brothers University
school1460;	Christopher Newport University
school1461;	The Citadel
school1462;	Clark Atlanta University
school1463;	Clemson University
school1464;	Coker College
school1465;	Columbia College
school1466;	Columbia International University
school1467;	Washington Adventist University
school1468;	Columbus State University
school1469;	Concord University
school1470;	Converse College
school1471;	Coppin State University
school1472;	University of the Cumberlands
school1473;	Lipscomb University
school1474;	Agnes Scott College
school1475;	Eckerd College
school1476;	Francis Marion University
school1477;	Furman University
school1478;	Georgia Institute of Technology
school1479;	Glenville State College
school1480;	Hampden-Sydney College
school1481;	High Point University
school1482;	Hollins University
school1483;	Huntingdon College
school1484;	Kentucky Wesleyan College
school1485;	King College
school1486;	LaGrange College
school1487;	Lee University
school1488;	LeMoyne-Owen College
school1489;	Limestone College
school1490;	Longwood University
school1491;	Louisiana College
school1492;	Mars Hill University
school1493;	McNeese State University
school1494;	Methodist University
school1495;	DeVry University - Atlanta
school1496;	Florida Atlantic University
school1497;	Welch College
school1498;	Frostburg State University
school1499;	Johnson University
school1500;	Georgia Southwestern State University
school1501;	Miles College
school1502;	Georgia Southern University
school1503;	Kennesaw State University
school1504;	Georgia Regents University
school1505;	Louisiana State University Shreveport
school1507;	Hendrix College
school1508;	Hood College
school1509;	Johns Hopkins University
school1510;	University of Mary Washington
school1511;	University of West Alabama
school1513;	University of North Carolina School of the Arts
school1514;	Tennessee Wesleyan College
school1516;	University of North Alabama
school1517;	Morehouse College
school1518;	Lenoir-Rhyne University
school1519;	Lander University
school1520;	North Carolina A State University
school1521;	Louisiana Tech University
school1522;	New College of Florida
school1523;	University of New Orleans
school1524;	Morgan State University
school1525;	Marymount University
school1526;	University of Maryland
school1527;	Loyola University New Orleans
school1528;	Lincoln Memorial University
school1529;	University of Memphis
school1530;	Morehead State University
school1531;	Liberty University
school1532;	University of Kentucky
school1533;	Middle Tennessee State University
school1534;	Mississippi State University
school1535;	Lynchburg College
school1536;	University of Mississippi
school1537;	George Washington University
school1538;	Embry-Riddle Aeronautical University - Daytona Beach
school1539;	Talladega College
school1540;	University of Tampa
school1541;	Tennessee State University
school1542;	Tennessee Technological University
school1544;	University of Tennessee at Chattanooga
school1545;	University of Tennessee
school1546;	University of Tennessee at Martin
school1547;	Thomas More College
school1548;	Toccoa Falls College
school1549;	Tougaloo College
school1550;	Towson University
school1551;	Transylvania University
school1552;	Trevecca Nazarene University
school1553;	Trinity Washington University
school1554;	Troy University
school1555;	Tulane University
school1556;	Tusculum College
school1557;	Tuskegee University
school1558;	Union College
school1559;	Union University
school1560;	United States Naval Academy
school1561;	Valdosta State University
school1562;	Vanderbilt University
school1563;	Stevenson University
school1564;	University of the Virgin Islands
school1565;	Virginia Commonwealth University
school1567;	Virginia Military Institute
school1568;	Virginia Polytechnic Institute and State University
school1569;	Virginia State University
school1570;	Virginia Union University
school1571;	University of Virginia
school1572;	University of Virginia's College at Wise
school1573;	Virginia Wesleyan College
school1574;	Voorhees College
school1575;	Wake Forest University
school1576;	Warner University
school1577;	Warren Wilson College
school1579;	Washington College
school1580;	Washington and Lee University
school1581;	Webber International University
school1582;	Wesley College
school1583;	Wesleyan College
school1584;	University of West Florida
school1585;	University of West Georgia
school1586;	West Liberty University
school1587;	West Virginia University Institute of Technology
school1588;	West Virginia State University
school1589;	West Virginia University
school1590;	West Virginia Wesleyan College
school1591;	Western Carolina University
school1592;	Western Kentucky University
school1593;	College of William and Mary
school1594;	Wilmington University
school1595;	Wingate University
school1596;	Winston-Salem State University
school1597;	Winthrop University
school1598;	North Carolina State University
school1599;	University of North Carolina at Asheville
school1600;	University of North Carolina at Chapel Hill
school1601;	University of North Carolina at Charlotte
school1602;	University of North Carolina at Greensboro
school1603;	University of North Carolina at Wilmington
school1604;	North Carolina Wesleyan College
school1605;	University of North Florida
school1606;	University of North Georgia
school1607;	University of Louisiana at Monroe
school1608;	Northern Kentucky University
school1609;	Northwestern State University of Louisiana
school1610;	Notre Dame of Maryland University
school1611;	Nova Southeastern University
school1612;	Oakwood University
school1613;	Oglethorpe University
school1614;	Old Dominion University
school1615;	Ouachita Baptist University
school1616;	Our Lady of Holy Cross College
school1617;	University of the Ozarks
school1618;	Paine College
school1619;	Palm Beach Atlantic University
school1620;	University of North Carolina at Pembroke
school1621;	Piedmont College
school1622;	University of Pikeville
school1623;	Presbyterian College
school1624;	Queens University of Charlotte
school1625;	Radford University
school1626;	Randolph-Macon College
school1627;	Randolph College
school1628;	Rust College
school1629;	Rhodes College
school1630;	University of Richmond
school1631;	Ringling College of Art and Design
school1632;	Roanoke College
school1633;	St. Andrews University
school1634;	St. Augustine's University
school1635;	St. John's College
school1636;	Saint Joseph Seminary College
school1637;	Saint Leo University
school1639;	Salem College
school1640;	Salisbury University
school1641;	Samford University
school1642;	Savannah State University
school1643;	University of South Alabama
school1644;	South Carolina State University
school1645;	Coastal Carolina University
school1646;	University of South Carolina Upstate
school1647;	University of South Florida
school1648;	Southeastern Louisiana University
school1649;	Southeastern Bible College
school1650;	Southeastern University
school1651;	Southern Adventist University
school1652;	Salem International University
school1653;	St. Mary's College of Maryland
school1654;	Spring Hill College
school1655;	University of South Carolina Aiken
school1656;	Savannah College of Art and Design
school1657;	Southern Polytechnic State University
school1658;	University of Southern Mississippi
school1659;	Spelman College
school1660;	Sweet Briar College
school1661;	Stetson University
school1663;	Shaw University
school1664;	Shenandoah University
school1665;	Shorter University
school1666;	University of South Carolina
school1667;	Sewanee: University of the South
school1668;	Delaware State University
school1669;	University of Delaware
school1670;	Delta State University
school1671;	Dillard University
school1672;	University of the District of Columbia
school1673;	Emporia State University
school1674;	Saint Martin's University
school1675;	Oklahoma State University
school1676;	University of St. Thomas
school1677;	Pomona College
school1678;	Pacific Lutheran University
school1679;	Northwestern Oklahoma State University
school1680;	Midwestern State University
school1681;	Jarvis Christian College
school1682;	Hardin-Simmons University
school1684;	Multnomah University
school1685;	California State University Fullerton
school1686;	Baker University
school1687;	University of Colorado Denver
school1688;	Northeastern State University
school1689;	Youngstown State University
school1690;	Xavier University
school1691;	Wright State University
school1692;	College of Wooster
school1693;	Wittenberg University
school1694;	University of Wisconsin - Whitewater
school1695;	University of Wisconsin - Superior
school1696;	University of Wisconsin - Stout
school1697;	University of Wisconsin - Stevens Point
school1698;	University of Wisconsin - River Falls
school1699;	University of Wisconsin - Platteville
school1700;	University of Wisconsin - Parkside
school1701;	University of Wisconsin - Oshkosh
school1702;	University of Wisconsin - Milwaukee
school1703;	University of Wisconsin - Madison
school1704;	University of Wisconsin - La Crosse
school1705;	University of Wisconsin - Green Bay
school1706;	University of Wisconsin - Eau Claire
school1707;	Winona State University
school1708;	Wilmington College
school1709;	William Woods University
school1711;	William Penn University
school1712;	William Jewell College
school1713;	Wilberforce University
school1714;	Wheaton College
school1715;	Westminster College
school1716;	Western Michigan University
school1717;	Western Illinois University
school1718;	Webster University
school1719;	Wayne State University
school1720;	Washington University in St. Louis
school1721;	Wartburg College
school1722;	Walsh College
school1723;	Walsh University
school1724;	Wabash College
school1725;	Viterbo University
school1726;	VanderCook College of Music
school1727;	Valparaiso University
school1728;	Urbana University
school1729;	Upper Iowa University
school1730;	Trine University
school1731;	Trinity International University
school1732;	Trinity Christian College
school1733;	University of Toledo
school1734;	Tiffin University
school1735;	Taylor University
school1736;	Franciscan University of Steubenville
school1737;	Stephens College
school1738;	Spring Arbor University
school1739;	Southwest Minnesota State University
school1740;	Missouri State University
school1741;	Southwest Baptist University
school1742;	University of Southern Indiana
school1743;	Southern Illinois University Edwardsville
school1744;	Southern Illinois University Carbondale
school1745;	Southeast Missouri State University
school1746;	Simpson College
school1747;	Silver Lake College of the Holy Family
school1748;	Siena Heights University
school1749;	University of St. Thomas
school1750;	Gustavus Adolphus College
school1751;	University of Indianapolis
school1752;	Pontifical College Josephinum
school1753;	Purdue University
school1754;	St. Olaf College
school1755;	University of Illinois at Springfield
school1756;	Faith Baptist Bible College and Theological Seminary
school1757;	Franklin College
school1758;	Goshen College
school1759;	Hillsdale College
school1760;	Hope College
school1761;	Kalamazoo College
school1762;	Lake Forest College
school1763;	Lawrence University
school1764;	Madonna University
school1765;	Indiana State University
school1766;	Huntington University
school1767;	University of Iowa
school1768;	Marquette University
school1769;	Michigan Technological University
school1770;	Milwaukee School of Engineering
school1771;	Michigan State University
school1772;	University of Missouri - Columbia
school1773;	Moody Bible Institute
school1774;	University of Notre Dame
school1775;	University of Missouri - St. Louis
school1776;	Northwest Missouri State University
school1777;	Oakland University
school1778;	Oberlin College
school1779;	Truman State University
school1780;	Eastern Illinois University
school1781;	Elmhurst College
school1782;	University of Findlay
school1783;	Hiram College
school1784;	Iowa State University
school1785;	Otterbein University
school1786;	North Central University
school1787;	Morningside College
school1788;	Lake Superior State University
school1789;	Macalester College
school1790;	Ohio Northern University
school1791;	University of Rio Grande
school1792;	St. Catherine University
school1793;	Purdue University Calumet
school1794;	Rockhurst University
school1795;	Saint John's University
school1796;	Quincy University
school1797;	Saginaw Valley State University
school1798;	University of St. Francis
school1799;	Saint Louis University
school1801;	Saint Mary's University of Minnesota
school1802;	Park University
school1803;	Northwestern University
school1804;	College of the Ozarks
school1805;	Olivet Nazarene University
school1806;	Olivet College
school1807;	Ohio State University
school1808;	Henderson State University
school1809;	James Madison University
school1810;	Jacksonville State University
school1811;	John Brown University
school1812;	Northland College
school1813;	University of Massachusetts Lowell
school1814;	Goucher College
school1815;	LIU Brooklyn
school1816;	University of New England
school1818;	American Academy of Art
school1819;	Art Institute of Phoenix
school1820;	Hamilton Technical College
school1821;	Bacone College
school1822;	Global University
school1825;	Beth Hatalmud Rabbinical College
school1826;	Briarcliffe College
school1827;	Columbia College
school1828;	Independence University
school1829;	California State University Monterey Bay
school1830;	Carlos Albizu University - Miami
school1832;	Central Yeshiva Tomchei Tmimim-Lubavitch
school1833;	Rogers State University
school1835;	Jefferson College of Health Sciences
school1836;	Dalton State College
school1841;	EDP University of Puerto Rico
school1844;	Escuela de Artes Plasticas de Puerto Rico
school1846;	Grantham University
school1847;	Griggs University
school1848;	Haskell Indian Nations University
school1849;	Hebrew Theological College
school1852;	Hobe Sound Bible College
school1853;	Holy Trinity Orthodox Seminary
school1855;	Jones International University
school1856;	Kehilath Yakov Rabbinical Seminary
school1860;	Lyme Academy College of Fine Arts
school1861;	Machzikei Hadath Rabbinical College
school1863;	College of Saint Mary Magdalen
school1865;	Mesivta Torah Vodaath Seminary
school1867;	Midstate College
school1868;	Mirrer Yeshiva
school1869;	Mount Angel Seminary
school1871;	National American University - Rio Rancho
school1872;	New Orleans Baptist Theological Seminary - Leavell College
school1875;	Ohio University Southern
school1876;	Ohio University Lancaster
school1877;	Ohio University Zanesville
school1878;	Ohio University Eastern
school1879;	Ohr Somayach/Joseph Tanenbaum Educational Center
school1880;	Oregon College of Art & Craft
school1881;	Our Lady of the Lake College
school1883;	Peabody Conservatory of Johns Hopkins University
school1885;	Rabbinical Academy Mesivta Rabbi Chaim Berlin
school1886;	Rabbinical College Bobover Yeshiva B'nei Zion
school1887;	Rabbinical College Ch'san Sofer
school1888;	Rabbinical College of Long Island
school1889;	Rabbinical College of Telshe
school1891;	St. Augustine College
school1892;	St. Charles Borromeo Seminary, Overbrook
school1895;	Talmudical Institute of Upstate New York
school1896;	Talmudical Seminary Oholei Torah
school1897;	Talmudical Yeshiva of Philadelphia
school1898;	Telshe Yeshiva - Chicago
school1899;	Texas College
school1900;	United Talmudical Seminary
school1901;	University of Puerto Rico at Aguadilla
school1902;	University of Puerto Rico at Utuado
school1903;	University of South Carolina Beaufort
school1906;	World College
school1907;	Yeshiva Beth Moshe
school1908;	Yeshiva Derech Chaim
school1910;	Yeshiva of Nitra
school1911;	Yeshiva Shaar Hatorah
school1912;	Yeshiva Zichron Moshe
school1913;	Globe Institute of Technology
school1915;	Southwest University of Visual Arts
school1916;	Atlantic University College
school1918;	DeVry University - Westminster
school1921;	New England School of Communications
school1922;	New England Institute of Art
school1923;	Pennsylvania College of Art & Design
school1924;	Mercy College of Health Sciences
school1925;	College of Biblical Studies - Houston
school1926;	Bethesda University of California
school1927;	New Charter University
school1928;	California National University for Advanced Studies
school1929;	Cox College
school1931;	Western Governors University
school1942;	Columbia Southern University
school1944;	Northpoint Bible College
school1945;	Michigan Jewish Institute
school1946;	DeVry University - Miramar
school1947;	DeVry University - Ft. Washington
school1948;	The King's University
school1949;	Beacon College
school1950;	The King's College
school1952;	Neumont University
school1958;	DeVry University - Houston
school1961;	Soka University of America
school1963;	Westwood College
school1965;	Argosy University, Chicago
school1968;	Regent University
school1990;	University of Management and Technology
school1994;	Baptist University of the Americas
school1995;	Beis Medrash Heichal Dovid
school1996;	ITT Technical Institute
school1998;	Yeshiva and Kolel Bais Medrash Elyon
school1999;	Yeshiva Shaarei Torah of Rockland
school2002;	Monroe College
school2003;	Franklin W. Olin College of Engineering
school2004;	California State University Channel Islands
school2005;	Antioch University Santa Barbara
school2006;	Antioch University Seattle
school2010;	Capella University
school2011;	Keystone College
school2013;	International Baptist College
school2014;	Art Institute of California - Hollywood
school2015;	New Saint Andrews College
school2016;	SUM Bible College & Theological Seminary
school2017;	Art Institute of Michigan
school2020;	Ohio Mid-Western College
school2021;	Gutenberg College
school2022;	Penn State DuBois
school2023;	Penn State Worthington Scranton
school2024;	Harrisburg University of Science and Technology
school2025;	Penn State Hazleton
school2026;	Penn State Greater Allegheny
school2027;	Penn State Brandywine
school2028;	Penn State Beaver
school2029;	Penn State Mont Alto
school2030;	Penn State New Kensington
school2031;	Penn State Shenango
school2032;	Penn State Fayette, The Eberly Campus
school2033;	Penn State York
school2036;	Virginia University of Lynchburg
school2037;	Patrick Henry College
school2038;	University of Washington Bothell
school2039;	Kaplan University
school2040;	Davenport University
school2042;	Minnesota School of Business - Blaine
school2043;	Stratford University - Woodbridge
school2044;	Strayer University - Washington Campus
school2045;	Art Institute of Houston
school2046;	University of California, Merced
school2047;	Adventist University of Health Sciences
school2048;	Holy Cross College
school2049;	Boston Baptist College
school2050;	Bob Jones University
school2051;	Hillsdale Free Will Baptist College
school2052;	Luther Rice University
school2054;	Trinity Baptist College
school2055;	University of Waterloo
school2056;	Watkins College of Art, Design and Film
school2057;	Florida Career College
school2059;	Southern California Seminary
school2060;	Apex School of Theology
school2062;	University of Washington Tacoma
school2063;	Everglades University - Orlando
school2064;	Art Institute of California - Inland Empire
school2066;	Art Institute of California - Sacramento
school2067;	Rasmussen College - Lake Elmo/Woodbury
school2068;	Ecclesia College
school2069;	Southwest University
school2070;	Full Sail University
school2071;	Argosy University, Atlanta
school2072;	Argosy University, Twin Cities
school2073;	Argosy University, Sarasota
school2074;	Argosy University, Phoenix
school2075;	Argosy University, Washington DC
school2076;	Argosy University, San Francisco Bay Area
school2077;	Argosy University, Tampa
school2078;	Argosy University, Seattle
school2080;	Argosy University, Hawaii
school2081;	Argosy University, Nashville
school2082;	Argosy University, Dallas
school2083;	Argosy University, Los Angeles
school2084;	Argosy University, San Diego
school2085;	Argosy University, Denver
school2086;	Argosy University, Inland Empire
school2087;	Argosy University, Salt Lake City
school2088;	California Miramar University
school2089;	Argosy University, Schaumburg
school2090;	Trident University International
school2091;	Argosy University, Orange County
school2092;	West Coast University
school2093;	Denver School of Nursing
school2094;	Ex'pression College for Digital Arts
school2095;	Georgia Gwinnett College
school2096;	Chamberlain College of Nursing
school2097;	Chamberlain College of Nursing
school2098;	Chamberlain College of Nursing
school2099;	Chamberlain College of Nursing
school3000;	Central Penn College
school3001;	Westwood College - Inland Empire
school3002;	Westwood College - Denver South
school3003;	Kaplan University
school3004;	Louisiana State University Alexandria
school3005;	National American University - Kansas City
school3006;	Westwood College - Anaheim
school3007;	Hickey College
school3008;	Art Institutes International Minnesota
school3009;	Kettering College
school3011;	Bauder College
school3012;	Art Institute of Las Vegas
school3013;	Herzing University Kenner
school3014;	Rabbinical College Beth Shraga
school3015;	Rabbinical Seminary of America
school3016;	University of Puerto Rico at Carolina
school3017;	Everglades University - Boca Raton
school3020;	Inter American University of Puerto Rico - Metropolitan Campus
school3021;	Ohio University Chillicothe
school3022;	New England Institute of Technology
school3023;	Westwood College - Chicago River Oaks
school3024;	Embry-Riddle Aeronautical University - Worldwide
school3025;	National University College
school3026;	Globe University - Woodbury
school3027;	Berkeley College
school3028;	Art Institute of Philadelphia
school3029;	Berkeley College
school3030;	Westwood College - Chicago O'Hare Airport
school3031;	University of Arkansas for Medical Sciences
school3032;	South College
school3033;	National American University - Denver
school3034;	Art Institute of Dallas
school3035;	Truett-McConnell College
school3036;	International Business College
school3037;	ITT Technical Institute
school3038;	Herzing University Atlanta
school3039;	Beth Hamedrash Shaarei Yosher Institute
school3041;	Southern California Institute of Technology
school3042;	Sh'or Yoshuv Institute
school3043;	Torah Temimah Talmudical Seminary
school3044;	Brigham Young University - Idaho
school3045;	Herzing University Madison
school3046;	Virginia College in Birmingham
school3047;	Pillar College
school3048;	Platt College San Diego
school3049;	Carolina Christian College
school3050;	Allegheny Wesleyan College
school3051;	Tri-State Bible College
school3052;	Williamson Christian College
school3053;	Dunlap-Stone University
school3054;	Harrison Middleton University
school3055;	Art Institute of Tucson
school3056;	Westwood College - Atlanta Midtown
school3057;	Westwood College - Chicago Loop Campus
school3058;	Westwood College - Chicago Du Page
school3059;	Stratford University - Falls Church
school3060;	Mercy College of Ohio
school3061;	Trinity College of Nursing and Health Sciences
school3062;	DigiPen Institute of Technology
school3063;	Westwood College - South Bay Campus
school3064;	Rabbi Jacob Joseph School
school3065;	Rabbinical College of Ohr Shimon Yisroel
school3066;	Yeshiva D'Monsey Rabbinical College
school3067;	Yeshiva Gedolah Imrei Yosef D'Spinka
school3068;	Yeshiva Karlin Stolin Rabbinical Institute
school3069;	Yeshiva and Kollel Harbotzas Torah
school3070;	Yeshiva of the Telshe Alumni
school3071;	Yeshivas Novominsk
school3072;	Yeshivath Viznitz
school3073;	Uta Mesivta of Kiryas Joel
school3074;	Yeshiva Gedolah Rabbinical College
school3075;	Yeshivat Mikdash Melech
school3076;	Yeshiva College of the Nation's Capital
school3077;	Carver College
school3078;	Johnson & Wales University
school3079;	Universidad Central del Caribe
school3080;	Universidad Pentecostal Mizpa
school3082;	Westwood College - Arlington Ballston Campus
school3083;	Baptist College of Health Sciences
school3084;	Southern Virginia University
school3085;	California College San Diego
school3086;	Westwood College - Online Campus
school3087;	Baker College of Allen Park
school3088;	Ave Maria University
school3089;	Westwood College - Annandale Campus
school3090;	Aspen University
school3091;	California Coast University
school3092;	Minnesota School of Business - Rochester
school3093;	Westwood College - Atlanta Northlake
school3094;	Silicon Valley University
school3095;	University of the West
school3096;	Nevada State College
school3097;	National American University - Roseville
school3098;	California Christian College
school3099;	University of Phoenix Oregon Campus
school3100;	Chamberlain College of Nursing
school3101;	Broadview University
school3103;	University of Phoenix Birmingham Campus
school3104;	University of Phoenix Southern Arizona Campus
school3105;	University of Phoenix Little Rock Campus
school3106;	University of Phoenix Northwest Arkansas Campus
school3107;	University of Phoenix Central Valley Campus
school3109;	University of Phoenix Sacramento Valley Campus
school3110;	University of Phoenix Southern California Campus
school3111;	University of Phoenix Denver Campus
school3112;	University of Phoenix Southern Colorado Campus
school3114;	University of Phoenix Washington D.C. Campus
school3116;	University of Phoenix North Florida Campus
school3117;	University of Phoenix West Florida Campus
school3118;	University of Phoenix Atlanta Campus
school3119;	University of Phoenix Augusta Campus
school3120;	University of Phoenix Columbus Georgia Campus
school3121;	University of Phoenix Savannah Campus
school3122;	University of Phoenix Hawaii Campus
school3123;	University of Phoenix Idaho Campus
school3124;	University of Phoenix Chicago Campus
school3125;	University of Phoenix Indianapolis Campus
school3127;	University of Phoenix Louisville Campus
school3128;	University of Phoenix Maryland Campus
school3129;	University of Phoenix Boston Campus
school3131;	University of Phoenix Milwaukee Campus
school3132;	University of Phoenix Minneapolis/St. Louis Park Campus
school3133;	University of Phoenix Austin Campus
school3134;	University of Phoenix Charlotte Campus
